Wall time,Step,Value
1748230419.5443304,50,0.6830000281333923
1748230473.1301017,51,0.7070000171661377
1748230526.6877942,52,0.6869999766349792
1748230580.3863862,53,0.746999979019165
1748230633.7257175,54,0.7300000190734863
1748230686.9595504,55,0.7070000171661377
1748230740.284265,56,0.7350000143051147
1748230793.64749,57,0.7009999752044678
1748230846.9973302,58,0.7310000061988831
1748230900.0753753,59,0.746999979019165
1748230953.5828934,60,0.7369999885559082
1748231007.0748117,61,0.7329999804496765
1748231060.8170817,62,0.7210000157356262
1748231114.3294108,63,0.7179999947547913
1748231167.5239835,64,0.7490000128746033
1748231220.6301181,65,0.7599999904632568
1748231273.7091794,66,0.7319999933242798
1748231327.1929853,67,0.7099999785423279
1748231380.6686866,68,0.7440000176429749
1748231433.620056,69,0.7099999785423279
1748231486.958715,70,0.7429999709129333
1748231540.3968537,71,0.7239999771118164
1748231593.2272618,72,0.7300000190734863
1748231645.9121969,73,0.7570000290870667
1748231699.92041,74,0.7490000128746033
1748231753.8090434,75,0.7279999852180481
1748231807.0597053,76,0.7310000061988831
1748231860.2269907,77,0.7599999904632568
1748231913.4325962,78,0.7490000128746033
1748231966.8815594,79,0.7319999933242798
1748232020.3450937,80,0.7459999918937683
1748232073.4615307,81,0.7599999904632568
1748232126.685304,82,0.7649999856948853
1748232180.4607272,83,0.7519999742507935
1748232233.692387,84,0.7519999742507935
1748232286.5635693,85,0.7590000033378601
1748232339.9914763,86,0.765999972820282
1748232393.327468,87,0.765999972820282
1748232446.60893,88,0.7480000257492065
1748232499.881616,89,0.7609999775886536
1748232553.4633896,90,0.7559999823570251
1748232606.447284,91,0.753000020980835
1748232659.6295002,92,0.7409999966621399
1748232713.438406,93,0.7699999809265137
1748232766.597699,94,0.7390000224113464
1748232819.7518594,95,0.7379999756813049
1748232873.4618614,96,0.7649999856948853
1748232926.7944646,97,0.734000027179718
1748232980.4926496,98,0.7519999742507935
1748233034.6056361,99,0.7429999709129333
1748233088.3242888,100,0.7649999856948853
1748233141.483775,101,0.75
1748233194.6312752,102,0.7730000019073486
1748233247.9612732,103,0.7649999856948853
1748233301.2322614,104,0.7710000276565552
1748233353.78371,105,0.7559999823570251
1748233406.894818,106,0.7730000019073486
1748233460.167011,107,0.7649999856948853
1748233513.5291612,108,0.7540000081062317
1748233567.0955403,109,0.7710000276565552
1748233620.516754,110,0.765999972820282
1748233673.5872567,111,0.7599999904632568
1748233726.9555411,112,0.7649999856948853
1748233780.6043518,113,0.7670000195503235
1748233833.7817013,114,0.765999972820282
1748233887.2478592,115,0.7609999775886536
1748233940.610355,116,0.7799999713897705
1748233993.8848038,117,0.7720000147819519
1748234046.9461062,118,0.7749999761581421
1748234100.1647613,119,0.7670000195503235
1748234153.0813181,120,0.7749999761581421
1748234206.281261,121,0.7680000066757202
1748234260.0678425,122,0.7630000114440918
1748234313.1276672,123,0.7680000066757202
1748234366.510363,124,0.7799999713897705
1748234420.0882378,125,0.7739999890327454
1748234473.3009229,126,0.777999997138977
1748234526.7843487,127,0.7580000162124634
1748234580.5528524,128,0.7760000228881836
1748234633.9608574,129,0.7670000195503235
1748234687.0962791,130,0.7590000033378601
1748234740.184645,131,0.7639999985694885
1748234793.3343391,132,0.7699999809265137
1748234846.8981616,133,0.7710000276565552
1748234900.2259333,134,0.7689999938011169
1748234953.7263439,135,0.7699999809265137
1748235007.007956,136,0.7570000290870667
1748235060.11635,137,0.7710000276565552
1748235113.5877316,138,0.7699999809265137
1748235166.8199787,139,0.7609999775886536
1748235220.3172004,140,0.7749999761581421
1748235274.1051579,141,0.7720000147819519
1748235327.6400356,142,0.7760000228881836
1748235380.8046467,143,0.7760000228881836
1748235434.3837059,144,0.7620000243186951
1748235487.6861513,145,0.7689999938011169
1748235541.0552926,146,0.7760000228881836
1748235594.1092932,147,0.781000018119812
1748235647.1492205,148,0.7670000195503235
1748235700.0938494,149,0.7559999823570251
